text,Sentiment
"RT @jonfavs: Focus on this, every day. We win the House, we can hold Trump accountable. https://t.co/8TamdaAiTP",1
"@JCTohme Trump: WRONG! Its a hoax by the chinese, hes all chinese, hes not american.. Cause China.",0
RT @Reuters: BREAKING: Judge's block of Trump's travel ban harms the public by 'thwarting enforcement of executive order': Justice Dept. appeal filing,0
RT @CNNPolitics: An avalanche of phone calls is thundering across Capitol Hill as the Senate considers Donald Trump's nominations https://t.co/N7gtyLaNOe,0
"RT @DLin71: OBAMA: America is imperfect

GOP: TREASON



TRUMP: America is like a murderous thug

GOP: Shield your eyes in the presence of this patriot",0
"RT @MichaelSkolnik: Trump is rattled.

Bannon is shut down.

Spicer can't make up his mind.

Conway is making up fake massacres.



The resistance is working!",0
"Fortunately, Pete Coors is a Trump supporter. https://t.co/7iIYfqO2g5",0
Reuters: Kuwait denies it imposed travel ban praised by Trump https://t.co/8kee6ucTsC https://t.co/mT8PthjTT4,0
RT @OnePageWriter: @KeithOlbermann Make America Clean Again - Clean of tRUMP's crap.,0
"RT @Impeach_D_Trump: Mr. Trump, I thought we Were ""Going to be Sick Of Winning"".  You lost the popular vote and now lost to the court TW https://t.co/OzsYT8BQVw",0
Russia Puts TRUMP to the TEST by Murdering Dozens Of Ukrainians&gt;&gt;&gt;Trump Says NOTHING! https://t.co/MzDH3vJfwi @cspanwj,0
"RT @THEAlleyeceeing: Trump takes the drug finasteride to treat male pattern baldness, The drug has been associated with sexual impotence https://t.co/Yq4wULyT5M",0
RT @WeNeededHillary: Meet the Bush-nominated federal judge who halted Trumps executive order https://t.co/4KMHNTryWA https://t.co/cssN0hVKRU,0
"donald trump literally has, like, white goggle marks around his eyes from where he was wearing them during his fake tanning sesh",1
"Still relevant:  Trump as the villain of ""Infinite Jest."" https://t.co/FQoYByk9dG",0
Donald Trump Jr.Big outdoor man. Have Daddy Trumpy send you to the front lines where they shoot back. No time for photos there if you cry,0
President Trump Signs Executive Order On Dodd-Frank Act! https://t.co/vs1ZB0EpQF via @YouTube,0
"RT @JoyAnnReid: One day, every Republican will have to face the utter shame of their silence in the face of Trump's outrages against decency and competence.",0
RT @davidmackau: The judge Trump attacked for ruling against his travel ban is a Republican https://t.co/vq7KDtBgBp https://t.co/QFUFWaPBAp,0
@hughster trump is a lying natcisist... So do not see the connection with him and genuine criticism of media.,0
"RT @TheTrumpLady: DON'T UNDERESTIMATE TRUMP AS #potus45. Everyone did this entire past 18 mos. 17 candidates, Clintons, MSM, Celebrit https://t.co/h6ZKEkwwmL",0
RT @sunlorrie: Trump saying U.S. isn't so pure compared to Russia will cause people who say the same thing all the time to go berserk over Trump saying it.,1
"""That's just Trump being Trump."" No excuse! Trump being Trump is dangerous and mentally unstable. He must be removed.

#TrumpIsMentallyIll",0
RT @MyNoName111: You knew already SNL would be all about roasting Trump but last night Kristen Stewart hosted it ?? https://t.co/zqWBeUorxE,0
"RT @RVAwonk: Just so we're clear, Trump has now tried to delegitimize:

-The press

-Scientists

-Intel community

-Election results

-The judiciary branch",1
"RT @RubiosAmExCard: @robreiner 19% of Russian oil company mysteriously just sold to hidden parties, same amount promised 2 trump in russian dossier.Coincidence?",0
RT @crampell: Is Trump right that banks cant lend?  Business loans made by banks as share of GDP at highest level in 50 yrs https://t.co/RjEK2GLTY8,1
"RT @DLin71: OBAMA: America is imperfect

GOP: TREASON



TRUMP: America is like a murderous thug

GOP: Shield your eyes in the presence of this patriot",0
"RT @PENamerican: Trump attacks ""so-called judge""--a Bush-appointee confirmed 99-0 in Senate. Twitter responds w/""so-called President"" https://t.co/Ol7CvlixZM",0
"RT @AlfGarnettTil: It's not so much a march against Trump now.

More like a weekly mental illness convention. https://t.co/EpHf642p3V",1
RT @jack_welch: CNN this morning wringing hands over Trump deficit proposals...Where were they when Obama was adding 10 trillion??,0
"RT @thephillyvoice: WATCH: 'SNL' skewers Donald Trump's diplomatic phone calls, Sean Spicer's press conferences https://t.co/WbdkmQhSEj https://t.co/c2rDWyXl3T",1
RT @AnsarAAbbasi: For #Trump #Obama #Bush ..... of this world. #US https://t.co/IrIzXPEm1f,0
"RT @LawyerRogelio: Donald Trump Jr. faved a tweet about how Donald Sr. would get a political boost from Quebec killer ""being Muslim"": https://t.co/sFRWB0DMMc",0
RT @markfollman: 2/ And Donald Trump Jr. helped spread the Muslim smearwhen in fact the killer was a white nationalist and Trump fan https://t.co/mgqUOnHD38,0
"@BusyB_ingMe @arcminty Exactly.  Trump picked these states b/c of this fact. No rational basis to set aside the ban, let along grant a TRO",1
RT @Writer4Trump: MILO on Judge Jeanine: Donald Trump Should Withdraw Funding from Berkeley https://t.co/KeHFgDtZA8 https://t.co/lpDAJfwi5A,0
"RT @AltStateDpt: If Melania Trump stays at Trump Tower through a 4yr term, it will cost taxpayers approx. $1.4B. Is this what populist Trump voters wanted?",0
RT @souamesfarah: Gotta be today's best cartoon #Trump #travelban #Democracy #Constitution https://t.co/uQuRfJ1ORb,1
RT @washingtonpost: Meet the Bush-appointed federal judge who halted Trump's executive order https://t.co/cGqiK2Ii4p,0
"No ban, no wall, chant protesters on Trump's Florida resort - Vanguard News https://t.co/ZUXrtkoqN8",0
RT @TrumpLoves_Amer: Supporters Stunned After Ivanka Trump Makes Devastating Announcement She Needs Your Help https://t.co/T2ZgD8bn0J https://t.co/aByEW6tQTJ,0
RT @ezlusztig: False Equivalency alert. This assimilation of Trump to previous administrations is utter garbage. Don't believe a w https://t.co/AW8EtoJhpz,0
"RT @misspixystix: This latest Trump quote drama just goes to show that people don't really care if you're evil, only that you deceive them with regards to it.",0
RT @funder: @robreiner trump &amp; associates absolutely committed treasonous acts but he also has violated the constitution from e https://t.co/svGviw5CQB,0
RT @voguemagazine: Donald Trump is currently engaged in at least five of the same exact behaviors he had attacked Hillary Clinton over. https://t.co/x61BycXqmZ,0
It's the latest company to dangle the possibility to curry favor with the Trump administration. -- https://t.co/I5hWwHFS44,1
"RT @SenSanders: Trump has to learn the very important truth stated by Washington AG Bob Ferguson: ""No one is above the law, not eve https://t.co/XvSnHY2N9g",1
Trump lashes out at federal judge who temporarily blocked travel ban https://t.co/SSH7pA6obd by #cmrondon via @c0nvey,0
RT @thehill: Schumer torches Trump for attacking judge who halted his immigration ban https://t.co/RAMHE5Q4Bf https://t.co/jLufJKvHU0,0
RT @yashar: In honor of Kristen Stewart hosting SNL - here are the 8 tweets President Trump posted about her in the past. https://t.co/0m24xxhGSg,1
RT @thehill: Schumer torches Trump for attacking judge who halted his immigration ban https://t.co/4KceIJq5oG https://t.co/Mmy7Zwwn98,0
RT @DullRussell: Anyone who's attending the Super Bowl game when Lady Gaga takes the stage stand up and yell Trump Trump Trump every https://t.co/bk9w5l1BfK,1
The #Fed and #fiscal #policy - by Bernanke #FinancialMarkets #Finance #US #Trump https://t.co/8RBywVOmqt via @BrookingsInst,0
RT @yashar: In honor of Kristen Stewart hosting SNL - here are the 8 tweets President Trump posted about her in the past. https://t.co/0m24xxhGSg,1
"RT @ABC: Melissa McCarthy skewers Sean Spicer, Baldwin reprises Trump role, Bannon portrayed as Grim Reaper on ""SNL"" https://t.co/PABReoOKRx",0
RT @NBCNews: Appeals court knocks back bid to swiftly reinstate Trump travel ban https://t.co/9MnCPSdttQ https://t.co/L3uWhFTgDx,1
Here is How People See US President Donald Trump  https://t.co/IKUYMR2xur https://t.co/7VCWH51Mae,0
@SkeddyRuxypin @hailzor And another likely reason to shift support to Trump: his malleability. He would do anything they asked.,1
RT @jonfavs: Seems like Trump might get pretty annoyed with all this #PresidentBannon stuff https://t.co/7ah65EaEzq,1
RT @LouDobbs: Most Left-Wing Appeals Court in Nation Denies Trump Request to Reinstate Travel Ban https://t.co/hHnr6ZsWoF #MAGA #TrumpTrain #AmericaFirst,0
RT @DabAggin: Shoutout to all the Trump fans who are never sure when it's *you're* vs. *your* but who are now suddenly constitutional law scholars.,1
RT @AP: BREAKING: Appeals court denies Trump administration request to immediately reinstate ban on travelers and refugees.,0
"Trump to order review of Dodd-Frank:  as Apple, Verizon, MTV and Porsche. It even overhauled https://t.co/WDTB5Qtwii #Autos #Car #Trucks",0
"RT @AynRandPaulRyan: An Unprecedented New Lawsuit Could Force Trump to Release His Tax Returns

#theResistance #SundayMorning

https://t.co/s4MlAkyuau",0
"@paulkrugman Romney is an opportunist, so he'll be one of the last to call for Trump's removal.  He's still eyeing SOS for 2nd term.",0
RT @RT_com: BREAKING: Appeals court denies Justice Dept request to reinstate Trump's travel ban https://t.co/d1lqGRCKwQ,0
RT @thehill: Trump's face found on 5K packs of Heroin during drug bust https://t.co/HyK3anm7pc https://t.co/YEYCnsG7Jr,0
"RT @Mr_Roshan: @Holbornlolz wow. @guardian goes full #fascist. Never buying it again:
https://t.co/nJg70Lxx8J
#muslimban
@realDonaldTrump",0
RT @donnabrazile: Sunday reading: This Is How Steve Bannon (Trump's ideologist) Sees The Entire World https://t.co/bwXj3B2ZRP via @jlfeder,1
This senator is hell-bent on getting out the truth about Trump and Russia https://t.co/5gE8uQWnqj via @MotherJones,1
RT @realDailyWire: Snowflakes At Washington College Sniffle 'Racism' Seeing Pictures Of Trump https://t.co/J9eS6nnGot https://t.co/34iJTSvz7Q,0
RT @riotwomennn: Breaking news: 9th Cir Ct of Appeals rejects Trump request to immediately restore Muslim ban. Tweets expected soon https://t.co/iKSewaufbN,0
RT @WeNeededHillary: Meet the Bush-nominated federal judge who halted Trumps executive order https://t.co/4KMHNTryWA https://t.co/cssN0hVKRU,0
"RT @PrisonPlanet: Turns out that you can't use Twitter to threaten Trump supporter's children, violence &amp; doxxing. This account final https://t.co/rgipGho3m9",0
RT @AP: BREAKING: Appeals court denies Trump administration request to immediately reinstate ban on travelers and refugees.,0
"This is how democracy works. trump literally thinks he has unlimited power



""Appeals court: No travel ban for now"" https://t.co/pe3GzgBXfM",1
"RT @Slate: Asked About Putin being a killer, Trump says you think our countrys so innocent?"" https://t.co/ucypd8zpxJ https://t.co/WFIxJsXete",0
"RT @Slate: McCain heroically undermined, insulted Trump in statement about Australia: https://t.co/UcxS4BXjQO https://t.co/BNQihzrLWr",0
RT @RealSeanFintak: @larryelder @law_newz now liberal appeals court just blocked Trump agin they should be held responsible if we get hit agin due to their acts,0
The latest The https://t.co/FbW453aQgR Daily! https://t.co/U2dUxECdiB Thanks to @defendfreespeak @AlinaMeridon @Nen__17 #protest #trump,0
RT @nytimes: A video of Ivanka Trumps daughter singing a New Years song in Chinese has gone viral in China https://t.co/lMYxGtkuEH,1
"RT @ddale8: Obscure websites published a fake story that Kuwait was copying Trump's ban. The president Facebooked it, got 67,00 https://t.co/JXXgrVQAOL",0
"RT @DLin71: OBAMA: America is imperfect

GOP: TREASON



TRUMP: America is like a murderous thug

GOP: Shield your eyes in the presence of this patriot",0
"RT @GailRNJD: In an interview with Bill O'Reilly, Trump defended Putin &amp; said America has killers too. He respects Putin, implied he didn't respect r govt",1
LIVE: Protest against Trumps Muslim Ban in DC https://t.co/5Ch1QjB3Ue,0
"RT @funder: Why is Putin the only person in the world that Trump has never criticized?



#dworkinreport #trumpleaks #resist #theresistance #trumprussia",0
RT @angeloftruth11: Anyone who's attending the Super Bowl game when Lady Gaga takes the stage stand up and yell Trump Trump Trump every https://t.co/Qah1Uffewz,1
RT @yamphoto: This could be big deal: A national strike has been called to stop Donald Trump for Feb 17. #nationalstrike https://t.co/sd4bpHCW13,0
"RT @HuffingtonPost: Veterans vs. Trump: Pipeline will never be completed, warriors vow https://t.co/xhKOUxRmwt https://t.co/y2YZt6dRDK",1
"RT @altusda: Can be bipartisan issue. Unfortunately, however, not a Trump issue. Conservatives who care about animals need to pu https://t.co/PxFY1pEhg0",1
RT @hrkbenowen: RETWEET if you agree with Trump that Australian refugees are not America's problem. https://t.co/EjIKZtSCT5,0
"RT @Lucian_Kim: ""Pro-American guys in Bulgaria are turning against US because they cannot tell difference between Putin and Trump."" https://t.co/4oJQPbeZ9C",0
"RT @NPR: BREAKING: Appeals court denies Trump admin. request for stay of injunction on immigration order, meaning the Trump order remains suspended.",0
RT @cj_disabled: Unprecedented and unpresidential: CNN security expert blasts Trumps defense of Putin https://t.co/phRYCcBwxF,0
RT @riotwomennn: 7 federal judges have agreed that Trumps Muslim ban is illegal just like @SallyQYates told Trump. https://t.co/KPf6LfvTzD,0
RT @EricLiptonNYT: Covers of The Economist &amp; Der Spiegel. Opinion in Europe re Trump seems reasonably clear. https://t.co/5RIUC8JfrL,1
@pewdiepie photoshop milenia trump,0
@CoolFMNigeria I won't really blame trump I rather blame the the selfish Nigerians who stole #smh,0
"'Saturday Night Live': Alec Baldwin returns as Donald Trump, but Melissa McCarthy steals the show as Sean Spicer https://t.co/ABdVC0QLEs",0
"RT @markmobility: Monthly cost of:

Guarding Trump Tower: $30 million

Section 8 for all 15,856 homeless NYC families: $28 million",0
Red Ice Radio: Kevin MacDonald &amp; Andrew Joyce Discuss Leftist Violence in Trumps America  Daily Stormer https://t.co/M4aelFNscH,0
"RT @queennn94: Kristen Stewart taking down Donald Trump and the homophobes at one go.



She has saved 2017. Play this at my funeral. https://t.co/ywlzO18FaT",0
"RT @queennn94: Kristen Stewart taking down Donald Trump and the homophobes at one go.



She has saved 2017. Play this at my funeral. https://t.co/ywlzO18FaT",0
@ChristiChat @springsteen I am with you America should be shamed and embarassed right now w/TRUMP minions trolls &amp; demon spawn,0
"RT @queennn94: Kristen Stewart taking down Donald Trump and the homophobes at one go.



She has saved 2017. Play this at my funeral. https://t.co/ywlzO18FaT",0
"@lionelmedia If you take out all of the Illegals, Dead, fraudulent Voters, Donald J. Trump won with a landslide Popular + Electoral votes",0
RT @EricAPosner: Neil Gorsuch must condemn Trump for so-called judge remark; his friends in the legal community must withhold their support until he does.,0
RT @voguemagazine: Donald Trump is currently engaged in at least five of the same exact behaviors he had attacked Hillary Clinton over. https://t.co/cb3q5XUFE4,0
"RT @NoRightsForYou: @realDonaldTrump CYNICAL TO BLAME JUDGE, AND NO <U+2721><U+FE0F> #JEWS WHO CREATED THE PROBLEM<U+203C><U+FE0F> #Hialeah #Sputnik #TRUMP https://t.co/UmjVcVG9KU",0
RT @nprparallels: Trump's Immigration Ban Leaves Syrian Family Stuck In Jordan https://t.co/EtO0le5Pu6,0
RT @cnnbrk: A federal appeals court denied the US government's initial request to resume President Donald Trump's travel ban. https://t.co/gB70irt1AX,0
RT @ActionTime: Please Retweet Video Proof of Trump Tyranny:Trump's Most bone-chilling Tweet that Insults Federal Judge #Resistance https://t.co/Ur96E2lilI,0
"RT @rashadalaiyan: When someone says ""give Trump a chance"" https://t.co/qUnPHz2WAO",1
RT @MarkRuffalo: Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/x9UaqSA4xP @moveon,1
"RT @brianstelter: &gt; @EdAtPost on Inside Politics: Trump ""continues to use the word 'illegals.' It is about as offensive as it gets""  https://t.co/BfmxwEgG9Q",0
Trump Fires Acting AG Who Refused to Defend Immigration Ban.. Related Articles: https://t.co/DHyOrzands,0
RT @yashar: In honor of Kristen Stewart hosting SNL - here are the 8 tweets President Trump posted about her in the past. https://t.co/0m24xxhGSg,1
"<U+2600> Who wins from Trump immigration policy? Robotic berry pickers, for a start #TTiNFo https://t.co/qbZoqHxxpf",1
@MoreCilantro him who ? Trump. Don't tell me to follow the Am way if I want to live here. I respect &amp; love my Country &amp; POTUS .,1
RT @scrog218: #Trump approval rating :54% approve 46% disapprove https://t.co/kvHaI4dcHq,1
"RT @Tennessean: Sorry, Donald Trump, you're no Andrew Jackson https://t.co/4CxhypWmLG",0
RT @kylegriffin1: So....... how long till Trump attacks #SNL again?,0
German Magazine Spiegel Portrays Trump as Islamist Beheader in Cartoon Front Page https://t.co/BMvaSL2L8M,0
"RT @nytimes: ""So-called"" judge who blocked Trumps immigration order is described by colleagues as a ""mainstream"" Republican https://t.co/7n9z0DUBXE",0
"RT @ABC: Sens. @BenSasse and @amyklobuchar weigh in on Pres. Trumps SCOTUS nominee and more, this morning on @ThisWeekABC https://t.co/ivhZy8lqGM",0
"RT @DLin71: OBAMA: America is imperfect

GOP: TREASON



TRUMP: America is like a murderous thug

GOP: Shield your eyes in the presence of this patriot",0
RT @business: Miami's billionaire condo king rejects his friend Trump's offer to build the wall https://t.co/SjctPUU5Px https://t.co/bfsnyELTGf,1
"@BraddJaffy Trump has a tell. When he's lying, his speech devolves into fragmented nonsense.",0
Super Bowl: Trump protesters and Lady Gaga prepare for Houston spectacle https://t.co/4jbHYZ5Dws,1
"RT @MMFlint: Thank you, So-Called President Trump! I've been struggling for 2 weeks over what to call you, and your tweet here g https://t.co/ZLpZLlnHV8",0
"RT @AnonymousMsBig: @funder @SenWarren At this point, Trump is causing a sense of fear in this country. Wouldn't you say that he's a terrorist?",0
RT @sarahkendzior: The future of the US under Trump's planned mass deportation https://t.co/f4Wi6e4qhY https://t.co/1mC9wfJvYr,0
RT @MrGee54: Trump did what????? Thats crazy. Be blessed https://t.co/DS8XNUzeD4,1
RT @SheriffClarke: Pres Trump takes weekend away from D.C. @ABC goes apoplectic but silent when Obama vacationed during Louisiana floo https://t.co/6zZA48Dx80,0
RT @GyptianMummy: You saying Trump is a terrorist too?? #MuslimBan https://t.co/TBoMWUe9Ay,0
RT @gaycivilrights: For Third Time in Two Days Senate #GOP Changes Rules to Force Committee Confirmation of Trump Nominee https://t.co/zVdlQFNmKi,0
RT @Reuters: Kuwait denies it imposed travel ban praised by Trump https://t.co/mvuwFBjfx0 https://t.co/p2MgW0eRdH,0
RT @postonpolitics: Trumps Super Bowl Putin shrug: Weve got a lot of killers https://t.co/wIoydqYy7u,0
"RT @brianstelter: Who are the ""many people"" who have said Trump is right about millions of illegal votes? https://t.co/1otak03OQZ",0
"RT @hdagres: #Trumps confirmed transportation secretary Elaine Chao was paid $50,000 to deliver 5-min speech on behalf of #MEK https://t.co/PbfwNHqvbg",1
RT @LouDobbs: Most Left-Wing Appeals Court in Nation Denies Trump Request to Reinstate Travel Ban https://t.co/hHnr6ZsWoF #MAGA #TrumpTrain #AmericaFirst,0
You think our country is so innocent?  Trump asks after OReilly calls Putin a killer https://t.co/tFcJTXGUuE https://t.co/l2cyn8Kb0E,0
RT @BritainFirst: BRITAIN FIRST STANDS WITH PRESIDENT TRUMP! https://t.co/v0jatejxJ7,0
"RT @Kasparov63: Disgusting. There is nothing Trump won't do to praise Putin, comparing the US to a dictator of 17 years who murders https://t.co/pCBJolVqPz",0
RT @mcspocky: Two-thirds of Britons believe Trump is 'threat to international stability' https://t.co/CHUX6YXJWT https://t.co/uK3OMxe51g,0
RT @crampell: Is Trump right that banks cant lend?  Business loans made by banks as share of GDP at highest level in 50 yrs https://t.co/RjEK2GLTY8,1
"RT @timpastoor: @iang_fc Trump is probably the best troll ever. He seems to know how the system works. Hence, he knew how to 'hack' it.



@Suitpossum",0
RT @StephensWSJ: Trump puts US on moral par with Putin's Russia. Never in history has a President slandered his country like this.  https://t.co/LrP8ycG1Y9,1
Eichenwald: Can Trump Tell the Difference Between Truth and His Lies? https://t.co/hy4GUR3TSe,0
RT @RumiQuotes: Where there is ruin there is hope for treasure. #Trump https://t.co/CoYvKKvY51,1
RT @artoopio: KRISTEN MOCKED DONALD TRUMP AND CAME OUT AS GAY IN SNL MONOLOGUE WHEN WILL YOUR FAVE https://t.co/1lj07smIld,0
RT @Impeach_D_Trump: American's Have a New Way to Salute Donald Trump https://t.co/mCnI5KY48x,1
"RT @nytimes: S.N.L. Goes After Trump Again, With Melissa McCarthy as Sean Spicer https://t.co/VOLvsHIWgn",0
"RT @brianefallon: Since Trump does not respect the judiciary as an equal branch, fair to assume his SCOTUS pick is one he doesn't think will check his power.",1
RT @surfinwav: Trump promises a lot of things to everyone. Can he deliver? Let's see what Rex Tillerson can do. Crimea had their e https://t.co/2BV7K3BnXJ,1
RT @activist360: Donald Trump Jr. liked tweet hoping Quebec shooter was a Muslim because it would help his Islamophobe bigot daddy https://t.co/Zmoj355MWt,0
"RT @NPR: BREAKING: Appeals court denies Trump admin. request for stay of injunction on immigration order, meaning the Trump order remains suspended.",0
"RT @UKIPNFKN: With Trumps help, British bananas will bend again | Stewart Lee via @Guardian

#Brexit #Democracy #Politics

https://t.co/I8tL1nY1Oi",1
"RT @NPR: BREAKING: Appeals court denies Trump admin. request for stay of injunction on immigration order, meaning the Trump order remains suspended.",0
RT @piersmorgan: Reposting this photo from yesterday's London anti-Trump march. Staggering. https://t.co/aAvJ6yJXID,0
"RT @markmobility: Monthly cost of:

Guarding Trump Tower: $30 million

Section 8 for all 15,856 homeless NYC families: $28 million",0
"RT @RVAwonk: #BREAKING: Appeals court denies Trump admin's request to reinstate #MuslimBan. ie, Trump lost another court battle. https://t.co/VLcxFKEJ2V",0
Liberal lynch mob trolling Trump could bring down US democracy https://t.co/BpHN8gqhm4,0
"RT @WilliamsJon: 64% of UK thinks #Trump threat to global security: dangerous, unstable &amp; bigot. Time to rethink #StateVisit?

https://t.co/BVypKtMy9R",0
RT @shortmsgs: Donald #Trump Is Going To Hate This Saturday Night Live Skit So Much https://t.co/y6RwPwFGGY via @motherjones,0
"RT @CTVNews: ICYMI: Do Trump's banned countries include countries where he has known business interests?

https://t.co/kcdYvkZ6BV",1
trump reminds me of a male dog racing to piss on everything behind Obama to cancel out Obama. Unhinged!,0
RT @ABC: US Court of Appeals denies Dept. of Justice's emergency motion to lift Trump travel ban restraining order https://t.co/a1Vcauqm5S,0
@jk_rowling let me guess anti Trump and anti border millionaire :-). I am with you,0
"RT @ForPlebs: &gt;shitlib: America is evil, no more foreign wars!!!!

&gt;Trump: I respect Putin, and btw, our country isn't innocent either

&gt;shitlib: REEEEEEEEE",0
"RT @PrisonPlanet: Turns out that you can't use Twitter to threaten Trump supporter's children, violence &amp; doxxing. This account final https://t.co/rgipGho3m9",0
RT @washingtonpost: Meet the Bush-appointed federal judge who halted Trump's executive order https://t.co/cGqiK2Ii4p,0
"RT @wikileaks: Trump on US government last night: O'Reilly: ""Putin's a killer"" Trump: ""There are a lot of killers. You think our country is so innocent?""",0
RT @Law_Mana: Trump lawyers filed appeal to reverse #JudgeRobarts decision. If you're traveling call your lawyer for updates. #muslimban #nowallnoban #IAH,1
RT @Obieoberholster: We will impose sanctions on Malema if he keeps abusing white people  Donald Trump https://t.co/E0PKeb3TJZ via @Mzansilivenews,0
RT @Peter_Wehner: If Obama/HRC slandered America like Trump does the right would go berserk. Yet because it's Trump many will go sotto voce. So revealing.,1
@thehill Another reason Trump won! Keep it up for Trumps second term!,1
"RT @edatpost: Eric Trumps business trip to Uruguay cost taxpayers $97,830 in hotel bills https://t.co/42MBFnT9vU",0
"RT @KazeSkyz: ISIS is tossing gays off buildings, yet these #stonewall libtards are shrieking b/c President Trump wants to protec https://t.co/uIQiLPzewR",0
RT @Im_watching_now: OReilly told Trump that Putin is a killer. Trumps reply: You think our country is so innocent? https://t.co/3BEupNaVFG,0
"RT @rafshmatko: #January 20, 2017 -  New America With President Trump #MAGA #TRUMP #DonaldTrump https://t.co/tbdnA3VTol",0
SNL Just Shredded Trumps Press Secretary Sean Spicer - https://t.co/mKljh0I7d2,0
RT @piersmorgan: Reposting this photo from yesterday's London anti-Trump march. Staggering. https://t.co/aAvJ6yJXID,0
Trump issues statement for National Catholic Schools Week @AleteiaEn https://t.co/KdJPow6z6f,0
"RT @DrTomMartinPhD: Donald Trump said, ""YOU Have To Be Wealthy In Order To Be Great."" https://t.co/8lbUgxCLxM  #PoliticsNation",1
"To all of you Donald Trump supporters so sad with your loss ,

Here .. have some https://t.co/3OLVie5AWR",0
"RT @simon_schama: Trump has no understanding of ir belief in, American democracy. He's just a two-bit tinpot con man - GOP forever st https://t.co/yyfd5Xtixz",1
"RT @NastyWoman20: ""There's a 1 in 3.64 BILLION chance of you being killed by a refugee""



Trump supporters: https://t.co/qeaIG4ZWh2",0
"RT @IndiaFinger: Bet by the next year of Trump's presidency, peaceful-jihadis/adarsh-liberals/leftist will start seeing lot of Mahatma Gandhi in Modi !",0
@kat_tastic Trump puts me in mind of a dog looking 4 a lamp post in a blackout..... World watch where u put ur feet! ?,0
RT @starfirst: Via @NPR: Ethics Lawyers Call Trump's Business Conflicts 'Nakedly Unconstitutional' https://t.co/72wMFq4Iic,0
RT @AllenWest: Anti-Trump protesters planning MASSIVE nationwide action to...https://t.co/6i9uSE9iEB https://t.co/l0dfj4B74e,0
"RT @NegarMortazavi: 6) Trump is destroying America's image, going back to the dark era of Bush. When he came out of the blue and called Iran the ""Axis of Evil"".",0
"RT @Impeach_D_Trump: Mr. Trump, if that Judge is a ""So-called Judge"", then you are our ""So-called President""!

#SoCalledPresident

RETWEET!",0
RT @voiceofforex: I voted for trump but seriously I'm starting to get nervous. @realDonaldTrump # jobs #focus #presidential #growup https://t.co/1sWV2yqCIq,1
NRA-ILA | Trump #SupremeCourt Nominee #NeilM.Gorsuch Would Respect the Second Amendment https://t.co/SJiLwddSbg,1
RT @BCAppelbaum: Well it's been two weeks and now President Trump is openly questioning the legitimacy of the judiciary. https://t.co/QwNqone5RA,1
"RT @luisbotello41: my dad's friend owns a restaurant and he got this today in one of the receipts.

This is Trump's America, disgustin https://t.co/Mi2wRgVuMh",1
RT @aljwhite: Look forward to Trump having a shitfit over Kristen Stewart in a few hours https://t.co/PYy8tsM14y,1
"RT @NickKristof: My Sunday column: Post-Trump,  Canada may now be the country best reflecting the values of the Statue of Liberty https://t.co/GpOuenHUza",1
RT @nytimes: So-Called Judge Criticized by Trump Is Known as a Mainstream Republican https://t.co/i6QCDazHtn,0
"RT @WalshFreedom: All these legal machinations aside, eventually, Trump's immigration ban will stand.



It's within our right to limit immigration.



Grow up.",1
RT @ezlusztig: The majority saying Trump's visit should be cancelled (53%) is now larger than #Brexit (51.9%) Referendum! Democracy!https://t.co/amwy4ebiIR,1
RT @AGOWA: Trump Administration's request for immediate administrative stay DENIED. https://t.co/R3tTRPyv3U,0
RT @EricAPosner: Neil Gorsuch must condemn Trump for so-called judge remark; his friends in the legal community must withhold their support until he does.,0
"RT @JohnCleese: Did you notice President Trump is speaking more and more slowly and deliberately ?

It's to give him a better chance of understanding himself",1
Meet the Bush-appointed federal judge who halted Trump's executive order https://t.co/4zY5ZOv7HY Great article about Robart,0
RT @ereller25: The best little detail of the SNL Trump sketches is the Russian flag pin he's wearing https://t.co/4CJRAl0k2L,1
@LightningShade0 The same e-celebs have exclusively attacked all opponents of Trump and only opponents of Trump.,0
"RT @BraddJaffy: Trump Sat: It's a ban

Spicer Sun: It's a ban

Conway Sun: It's a ban

Trump Mon: It's a ban

Spicer Mon: It's a ban

Sp https://t.co/9mqovHnkZY",0
RT @AGOWA: Trump Administration's request for immediate administrative stay DENIED. https://t.co/R3tTRPyv3U,0
"RT @edgarwright: I don't know if you've all seen 'The Omen', but Trump's own Twitter header seems to predict his imminent impaling b https://t.co/lZEy8eT0bX",0
"Two-thirds of #Britons believe #Trump threats international stability

https://t.co/9cBUmEltvY https://t.co/G9MD7hZb9y",0
RT @RhonddaBryant: May was over hasty with state visit offer. MPs won't show if he comes so she will now offend Trump by downscaling trip so he won't come.,0
RT @sarahkendzior: The future of the US under Trump's planned mass deportation https://t.co/f4Wi6e4qhY https://t.co/1mC9wfJvYr,0
RT @AP: BREAKING: Appeals court denies Trump administration request to immediately reinstate ban on travelers and refugees.,0
RT @mcspocky: Two-thirds of Britons believe Trump is 'threat to international stability' https://t.co/CHUX6YXJWT https://t.co/uK3OMxe51g,0
RT @Reuters: BREAKING: Judge's block of Trump's travel ban harms the public by 'thwarting enforcement of executive order': Justice Dept. appeal filing,0
"RT @luisbotello41: my dad's friend owns a restaurant and he got this today in one of the receipts.

This is Trump's America, disgustin https://t.co/Mi2wRgVuMh",1
